,id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price,most_similar
301,301,Đà Lạt,195,12,12,0,3.55,"[3380, 2130, 2634, 4628, 1108]"
302,302,Lạc Dương,153,12,11,1,5.96,"[2972, 3860, 4453, 2312, 3047]"
303,303,Đam Rông,137,7,9,1,5.32,"[2499, 3994, 3331, 3471, 2442]"
304,304,Bảo Lâm,104,6,5,1,4.8,"[1784, 645, 2156, 2174, 4871]"
305,305,Cát Tiên,117,11,8,0,4.64,"[1173, 3455, 4068, 4054, 1828]"
306,306,Đam Rông,163,5,12,0,11.56,"[2352, 3619, 4836, 532, 4817]"
307,307,Bảo Lộc,201,8,5,1,6.42,"[4937, 3978, 1671, 1096, 1090]"
308,308,Bảo Lộc,237,6,13,0,3.06,"[1919, 3350, 3243, 1722, 117]"
309,309,Lạc Dương,171,14,8,0,11.04,"[1545, 4572, 78, 3708, 492]"
310,310,Cát Tiên,51,9,8,0,9.99,"[2852, 2301, 2372, 1684, 2951]"
311,311,Bảo Lâm,223,11,7,1,8.18,"[4409, 3327, 4040, 3499, 4227]"
312,312,Bảo Lâm,114,14,9,1,12.21,"[1899, 717, 4436, 4737, 3796]"
313,313,Bảo Lộc,71,11,9,1,13.76,"[1350, 4347, 1070, 2063, 2464]"
314,314,Bảo Lâm,122,8,10,0,8.42,"[4147, 800, 2244, 126, 82]"
315,315,Đức Trọng,177,6,11,0,12.76,"[1444, 696, 251, 1313, 3257]"
316,316,Bảo Lộc,199,13,15,1,10.08,"[1876, 2816, 2368, 3582, 3820]"
317,317,Bảo Lâm,165,12,12,0,2.64,"[3496, 4874, 4602, 1730, 703]"
318,318,Bảo Lộc,155,6,14,1,1.16,"[4549, 4076, 4686, 1474, 2239]"
319,319,Bảo Lâm,140,13,6,1,9.9,"[4361, 3045, 2999, 2915, 1247]"
320,320,Đạ Huoai,82,9,12,1,7.54,"[1236, 3384, 4869, 399, 1937]"
321,321,Bảo Lộc,225,6,6,0,4.25,"[3437, 2678, 4491, 1638, 4289]"
322,322,Lạc Dương,145,8,10,0,8.23,"[4516, 4555, 2801, 2443, 1766]"
323,323,Cát Tiên,88,9,12,0,5.12,"[886, 4776, 4618, 2951, 2564]"
324,324,Đạ Huoai,213,11,13,1,6.82,"[4971, 3932, 3090, 874, 377]"
325,325,Đạ Huoai,138,11,9,1,10.44,"[890, 2494, 1499, 4419, 399]"
326,326,Bảo Lộc,226,6,8,0,13.56,"[3657, 2338, 4687, 4515, 1546]"
327,327,Đạ Huoai,208,6,14,1,14.13,"[2616, 4954, 4080, 1680, 1267]"
328,328,Lạc Dương,237,5,12,1,10.11,"[1009, 498, 1858, 1104, 698]"
329,329,Đạ Tẻh,134,15,7,0,10.63,"[4211, 2715, 3405, 1233, 897]"
330,330,Đà Lạt,148,5,5,1,13.8,"[1054, 3785, 4263, 2537, 3470]"
331,331,Đà Lạt,229,9,6,0,5.16,"[689, 1867, 1273, 1209, 2267]"
332,332,Di Linh,60,9,12,1,6.93,"[3973, 1181, 2612, 1553, 2289]"
333,333,Đam Rông,185,14,14,0,3.42,"[4374, 2947, 4956, 446, 4617]"
334,334,Đơn Dương,157,14,14,0,9.23,"[4903, 436, 4190, 140, 4311]"
335,335,Đức Trọng,113,5,9,0,13.09,"[1805, 696, 1816, 1313, 1180]"
336,336,Đạ Tẻh,164,8,13,0,13.13,"[1221, 725, 3463, 4224, 4202]"
337,337,Di Linh,81,7,14,1,7.88,"[2289, 1164, 1327, 3317, 3871]"
338,338,Đức Trọng,82,8,13,0,1.15,"[1917, 585, 2924, 3841, 4046]"
339,339,Lạc Dương,249,15,13,1,11.61,"[4446, 1570, 2791, 4609, 1560]"
340,340,Đam Rông,181,9,6,1,11.63,"[3361, 2133, 4542, 3784, 1455]"
341,341,Đạ Huoai,227,15,6,1,13.88,"[2892, 3059, 4648, 2585, 3913]"
342,342,Lâm Hà,227,12,6,0,6.63,"[3058, 1036, 723, 234, 3239]"
343,343,Lâm Hà,107,14,7,1,1.57,"[65, 3211, 4265, 1471, 69]"
344,344,Đam Rông,72,12,5,0,12.54,"[4619, 3600, 1419, 495, 4585]"
345,345,Lạc Dương,95,6,5,0,3.83,"[4724, 892, 4508, 4548, 1129]"
346,346,Bảo Lộc,145,10,10,1,12.57,"[540, 1642, 452, 2356, 366]"
347,347,Đơn Dương,216,10,13,1,6.31,"[2074, 3431, 564, 756, 394]"
348,348,Di Linh,164,6,15,1,13.02,"[1718, 2627, 1384, 4017, 928]"
349,349,Đà Lạt,136,13,12,1,9.54,"[1405, 1232, 1979, 260, 3049]"
350,350,Đạ Huoai,55,9,10,1,3.86,"[2140, 859, 3384, 1937, 1236]"
351,351,Đam Rông,238,5,8,0,1.91,"[933, 1809, 2687, 4520, 2744]"
352,352,Đức Trọng,145,11,6,1,7.11,"[2903, 668, 2111, 417, 3006]"
353,353,Cát Tiên,62,15,15,1,3.23,"[1627, 2937, 416, 238, 3330]"
354,354,Đà Lạt,57,10,7,1,7.73,"[3826, 2746, 4181, 2770, 3792]"
355,355,Đức Trọng,152,10,5,1,12.71,"[813, 1305, 252, 3244, 77]"
356,356,Bảo Lộc,141,12,12,1,9.03,"[3267, 423, 752, 4356, 1642]"
357,357,Đạ Tẻh,52,14,14,0,9.36,"[84, 3645, 4136, 2971, 2109]"
358,358,Đạ Tẻh,177,5,6,0,8.86,"[4118, 4905, 1761, 637, 4379]"
359,359,Đà Lạt,121,12,11,1,2.98,"[2473, 2098, 1763, 4592, 51]"
360,360,Đạ Huoai,178,14,11,1,7.31,"[1760, 4325, 3615, 2476, 4098]"
361,361,Bảo Lâm,181,12,10,1,1.01,"[1501, 4513, 4868, 1421, 769]"
362,362,Lạc Dương,73,6,7,0,12.04,"[3926, 3825, 1306, 2529, 4343]"
363,363,Lâm Hà,169,5,7,0,10.68,"[3571, 4822, 1026, 956, 828]"
364,364,Bảo Lâm,111,11,15,1,0.96,"[1851, 286, 3152, 741, 1939]"
365,365,Cát Tiên,124,10,6,1,8.69,"[1366, 975, 432, 2031, 2440]"
366,366,Bảo Lộc,192,10,10,1,13.52,"[540, 2356, 586, 346, 2510]"
367,367,Cát Tiên,183,14,15,0,10.57,"[3819, 2373, 3798, 1230, 3178]"
368,368,Đam Rông,217,13,9,1,3.36,"[3578, 536, 4034, 429, 4297]"
369,369,Đam Rông,136,10,5,0,9.73,"[2253, 2470, 3565, 3013, 3772]"
370,370,Đơn Dương,154,15,8,1,14.21,"[2579, 1245, 849, 3721, 1961]"
371,371,Cát Tiên,233,9,10,0,10.11,"[798, 2681, 4354, 3550, 218]"
372,372,Bảo Lâm,248,12,12,1,4.89,"[378, 4810, 769, 2784, 763]"
373,373,Đạ Huoai,243,11,6,0,8.91,"[1656, 1331, 1370, 1849, 264]"
374,374,Đạ Huoai,250,8,8,1,11.18,"[2929, 4307, 1379, 679, 2315]"
375,375,Đức Trọng,137,10,9,0,8.39,"[1092, 1271, 2472, 3703, 714]"
376,376,Di Linh,74,7,11,0,12.13,"[840, 1251, 4664, 2059, 3797]"
377,377,Đạ Huoai,197,13,14,1,9.6,"[4971, 3758, 3487, 4098, 324]"
378,378,Bảo Lâm,221,12,14,1,3.3,"[769, 3080, 1123, 3475, 372]"
379,379,Lâm Hà,190,10,5,1,14.89,"[4274, 4305, 2582, 2859, 4220]"
380,380,Đơn Dương,103,5,14,1,8.56,"[2261, 85, 1817, 559, 3739]"
381,381,Đạ Tẻh,155,9,15,1,7.42,"[1958, 1775, 1993, 3650, 4050]"
382,382,Đạ Huoai,201,12,9,0,12.84,"[3983, 3787, 1685, 3480, 264]"
383,383,Lâm Hà,75,8,5,1,2.29,"[1393, 2709, 4414, 1898, 2991]"
384,384,Lạc Dương,176,6,7,1,4.59,"[3958, 4044, 3778, 748, 4568]"
385,385,Đức Trọng,114,13,11,0,7.6,"[4290, 3364, 2528, 4110, 682]"
386,386,Đức Trọng,135,6,14,0,7.08,"[794, 4107, 3541, 513, 199]"
387,387,Đơn Dương,166,14,11,1,8.4,"[2134, 2351, 1773, 1399, 4020]"
388,388,Đam Rông,101,13,15,1,10.65,"[1154, 1905, 2364, 2453, 3576]"
389,389,Đà Lạt,87,8,15,1,2.64,"[1411, 893, 1751, 143, 1823]"
390,390,Đơn Dương,169,10,11,0,9.86,"[3686, 3234, 2684, 424, 2896]"
391,391,Đức Trọng,161,5,10,0,4.04,"[2676, 4991, 4509, 3442, 581]"
392,392,Cát Tiên,216,5,8,1,13.42,"[3001, 2813, 932, 2322, 3908]"
393,393,Bảo Lâm,157,10,13,0,13.12,"[4331, 4182, 2824, 1295, 1724]"
394,394,Đơn Dương,229,13,13,1,8.88,"[2546, 1399, 756, 2419, 3987]"
395,395,Bảo Lâm,167,10,14,1,14.73,"[2805, 1441, 2155, 4404, 4106]"
396,396,Cát Tiên,141,6,13,0,11.1,"[778, 1577, 4051, 1302, 2854]"
397,397,Đơn Dương,103,6,5,1,7.0,"[1660, 4945, 3355, 978, 4637]"
398,398,Đà Lạt,96,15,13,0,5.47,"[990, 3294, 0, 2661, 4611]"
399,399,Đạ Huoai,87,9,10,1,10.87,"[1037, 3112, 3106, 3227, 320]"
400,400,Bảo Lâm,196,6,12,0,12.77,"[49, 2887, 4484, 2703, 2492]"
401,401,Đam Rông,86,12,11,0,6.83,"[850, 861, 4727, 259, 3561]"
402,402,Đức Trọng,207,8,13,0,8.94,"[3257, 188, 4107, 2426, 2725]"
403,403,Bảo Lộc,113,10,15,0,8.31,"[294, 1532, 4667, 2792, 2858]"
404,404,Bảo Lộc,99,10,8,0,3.54,"[3599, 3501, 765, 1469, 2872]"
405,405,Di Linh,183,12,14,0,8.86,"[3736, 1381, 3947, 3804, 1665]"
406,406,Lạc Dương,243,5,8,0,0.98,"[674, 4969, 2309, 2201, 4233]"
407,407,Đạ Tẻh,243,8,12,0,1.02,"[720, 2554, 1597, 3777, 2534]"
408,408,Đức Trọng,146,14,8,0,8.4,"[1983, 3033, 3556, 2528, 1807]"
409,409,Bảo Lộc,154,11,11,0,12.57,"[4075, 2931, 2028, 1776, 1880]"
410,410,Lâm Hà,57,6,9,1,2.13,"[1625, 3251, 3510, 1898, 2483]"
411,411,Lạc Dương,63,10,6,1,7.69,"[4036, 845, 1083, 522, 516]"
412,412,Đạ Tẻh,245,15,11,1,7.67,"[1100, 876, 70, 1344, 4511]"
413,413,Lâm Hà,195,6,9,0,13.04,"[1902, 828, 2555, 1488, 3571]"
414,414,Di Linh,133,9,10,1,6.86,"[3432, 3971, 924, 4950, 1916]"
415,415,Bảo Lộc,58,13,15,0,1.13,"[83, 3212, 42, 2942, 1279]"
416,416,Cát Tiên,112,14,14,1,5.01,"[3330, 2319, 2937, 2597, 3466]"
417,417,Đức Trọng,181,12,7,1,6.34,"[2903, 352, 2230, 3746, 3981]"
418,418,Lâm Hà,222,5,13,1,14.73,"[150, 700, 494, 2416, 2994]"
419,419,Đạ Huoai,236,15,7,0,14.65,"[3787, 1331, 382, 1235, 2012]"
420,420,Lâm Hà,201,12,9,1,1.89,"[207, 4368, 2607, 4397, 1041]"
421,421,Di Linh,147,9,5,0,1.86,"[1496, 766, 1835, 2005, 3133]"
422,422,Đức Trọng,186,10,6,0,9.75,"[169, 1006, 3509, 2961, 1018]"
423,423,Bảo Lộc,147,13,13,1,8.21,"[752, 4356, 356, 4284, 3267]"
424,424,Đơn Dương,183,8,13,0,9.79,"[3165, 1159, 4268, 3151, 390]"
425,425,Bảo Lâm,184,8,12,1,6.03,"[719, 2802, 4966, 2863, 3936]"
426,426,Bảo Lộc,245,6,8,0,0.83,"[3437, 321, 2678, 4491, 4499]"
427,427,Đạ Tẻh,121,15,8,0,6.92,"[1233, 4362, 4339, 329, 504]"
428,428,Đam Rông,126,14,7,0,12.48,"[3988, 2413, 2605, 192, 3266]"
429,429,Đam Rông,247,14,11,1,4.48,"[4399, 103, 368, 536, 4297]"
430,430,Đà Lạt,184,13,8,1,12.62,"[3917, 1294, 3233, 184, 3596]"
431,431,Đạ Huoai,153,15,8,1,7.85,"[2124, 1653, 4162, 2068, 3474]"
432,432,Cát Tiên,93,11,5,1,7.85,"[957, 1366, 365, 975, 920]"
433,433,Lâm Hà,123,8,15,0,7.83,"[2401, 4652, 2320, 3443, 4429]"
434,434,Đơn Dương,240,10,10,1,9.57,"[4365, 2772, 347, 976, 1169]"
435,435,Lâm Hà,139,9,9,0,11.54,"[2154, 2662, 4607, 4801, 4185]"
436,436,Đơn Dương,164,14,12,0,6.88,"[2707, 3284, 140, 62, 334]"
437,437,Đơn Dương,186,9,12,1,14.82,"[3801, 4082, 1001, 1700, 1281]"
438,438,Di Linh,249,14,8,1,13.89,"[2649, 1702, 3530, 2450, 1975]"
439,439,Đà Lạt,172,11,15,0,12.51,"[3664, 4259, 4493, 1394, 1662]"
440,440,Lạc Dương,114,7,11,0,4.19,"[1227, 2563, 2443, 731, 3204]"
441,441,Lạc Dương,228,11,10,0,14.62,"[3953, 2385, 3708, 1378, 1584]"
442,442,Đạ Tẻh,204,12,6,1,7.85,"[3404, 547, 2626, 3134, 3949]"
443,443,Di Linh,193,6,12,1,3.56,"[3754, 3667, 2163, 2829, 4421]"
444,444,Đức Trọng,176,15,12,1,6.71,"[1639, 639, 3223, 642, 4402]"
445,445,Di Linh,131,13,15,1,6.18,"[3282, 3461, 4006, 1839, 4694]"
446,446,Đam Rông,142,11,14,0,2.59,"[1628, 1988, 461, 2084, 2663]"
447,447,Đơn Dương,116,8,10,1,5.47,"[64, 2008, 4675, 3568, 1019]"
448,448,Đạ Tẻh,112,6,15,0,11.33,"[4762, 4692, 28, 3626, 1221]"
449,449,Đạ Tẻh,67,5,10,1,13.04,"[751, 2019, 2922, 285, 786]"
450,450,Di Linh,224,5,11,1,14.43,"[2367, 4470, 4128, 3698, 127]"
451,451,Lâm Hà,81,14,15,1,9.16,"[66, 903, 44, 4316, 4693]"
452,452,Bảo Lộc,121,9,10,1,10.43,"[2464, 346, 2063, 1642, 1933]"
453,453,Lạc Dương,81,6,13,1,4.8,"[212, 1542, 208, 1491, 4492]"
454,454,Lạc Dương,95,14,6,0,4.07,"[1573, 4926, 89, 650, 4337]"
455,455,Đức Trọng,61,10,5,1,3.52,"[4961, 2830, 3972, 3105, 3458]"
456,456,Di Linh,208,12,14,1,3.93,"[4179, 1860, 3461, 1697, 1518]"
457,457,Đam Rông,141,10,12,1,14.56,"[1631, 3232, 1069, 1905, 3753]"
458,458,Bảo Lộc,66,12,14,1,2.04,"[4526, 3752, 1025, 3410, 3514]"
459,459,Đơn Dương,149,12,10,1,3.56,"[2227, 2351, 4488, 1143, 64]"
460,460,Di Linh,65,12,11,1,7.57,"[3888, 10, 1181, 2727, 3973]"
461,461,Đam Rông,99,11,14,0,3.66,"[2259, 1628, 1988, 289, 446]"
462,462,Đạ Huoai,137,14,6,0,13.41,"[2773, 2012, 1825, 3343, 291]"
463,463,Đức Trọng,149,14,13,0,3.32,"[1725, 2659, 3381, 4110, 2820]"
464,464,Lạc Dương,138,10,15,0,6.87,"[102, 2803, 2325, 779, 2457]"
465,465,Đạ Huoai,105,10,7,0,2.78,"[2855, 2672, 4018, 2658, 3649]"
466,466,Lâm Hà,91,8,9,0,7.01,"[1503, 3423, 1569, 228, 4505]"
467,467,Cát Tiên,160,15,7,0,8.63,"[4439, 2853, 3139, 2673, 1125]"
468,468,Đạ Tẻh,92,15,14,1,9.4,"[3891, 3680, 1029, 3269, 1332]"
469,469,Đam Rông,120,15,5,0,4.31,"[3817, 838, 3072, 4723, 4293]"
470,470,Đạ Tẻh,139,11,9,0,10.62,"[2447, 3549, 897, 258, 3394]"
471,471,Lạc Dương,121,15,14,1,5.59,"[935, 3199, 4126, 2469, 3764]"
472,472,Đà Lạt,65,15,9,0,12.6,"[2721, 4423, 4676, 2317, 23]"
473,473,Đơn Dương,85,9,5,1,13.07,"[2620, 3355, 1948, 4525, 1647]"
474,474,Đạ Tẻh,150,15,12,0,1.04,"[179, 2918, 3853, 2629, 2202]"
475,475,Bảo Lộc,76,7,7,1,8.44,"[1440, 4697, 2042, 3852, 4860]"
476,476,Đạ Tẻh,130,7,8,0,9.96,"[523, 2349, 4201, 4353, 4844]"
477,477,Đạ Tẻh,100,6,7,1,11.39,"[285, 810, 1677, 3109, 786]"
478,478,Lâm Hà,80,6,15,0,13.12,"[4841, 2399, 4652, 2320, 4135]"
479,479,Bảo Lộc,211,13,5,1,9.59,"[2418, 2886, 973, 4578, 958]"
480,480,Cát Tiên,67,11,5,1,12.24,"[3464, 975, 1529, 1734, 432]"
481,481,Đà Lạt,198,9,8,1,4.87,"[3694, 727, 4101, 2481, 4914]"
482,482,Đà Lạt,188,9,9,1,12.5,"[1337, 2606, 968, 1535, 226]"
483,483,Đạ Huoai,144,14,8,1,12.46,"[4648, 2585, 4200, 4419, 4733]"
484,484,Bảo Lâm,131,11,14,0,1.02,"[941, 2967, 3954, 3374, 3496]"
485,485,Đam Rông,81,11,5,1,2.01,"[3597, 790, 743, 116, 900]"
486,486,Cát Tiên,75,6,14,0,8.36,"[4864, 4100, 886, 778, 3524]"
487,487,Lạc Dương,111,8,7,0,6.76,"[3399, 4965, 4724, 3026, 174]"
488,488,Đơn Dương,56,8,14,1,7.92,"[1817, 3739, 885, 85, 1871]"
489,489,Đạ Huoai,112,14,10,1,3.62,"[1865, 4809, 4752, 2107, 2839]"
490,490,Đà Lạt,108,6,14,1,11.48,"[4299, 3476, 3116, 4738, 3252]"
491,491,Đạ Huoai,83,13,12,0,2.56,"[4130, 1272, 4122, 4295, 4078]"
492,492,Lạc Dương,162,15,8,0,7.31,"[309, 1545, 4275, 20, 4967]"
493,493,Bảo Lâm,222,6,8,0,3.74,"[4691, 2736, 4553, 4232, 1579]"
494,494,Lâm Hà,249,8,12,1,14.89,"[2374, 700, 150, 2994, 418]"
495,495,Đam Rông,61,10,5,0,12.05,"[1419, 4619, 344, 4858, 3600]"
496,496,Đơn Dương,145,11,5,1,10.42,"[918, 4525, 3137, 2620, 4794]"
497,497,Đam Rông,107,9,10,1,12.94,"[1069, 1022, 2022, 1284, 2183]"
498,498,Lạc Dương,209,5,13,1,7.16,"[2953, 4458, 2811, 328, 1009]"
499,499,Đạ Tẻh,125,7,6,0,2.83,"[4797, 2478, 1810, 4647, 1761]"
500,500,Đạ Huoai,169,7,5,1,10.55,"[4357, 4215, 1930, 1390, 200]"
501,501,Đức Trọng,203,11,10,1,12.02,"[3756, 4286, 1836, 3538, 3865]"
502,502,Đơn Dương,196,5,10,0,11.16,"[4468, 753, 2665, 2065, 1051]"
503,503,Bảo Lộc,112,10,6,0,6.81,"[3813, 2755, 3599, 4740, 404]"
504,504,Đạ Tẻh,110,12,8,0,6.19,"[552, 4159, 427, 1233, 175]"
505,505,Lâm Hà,151,14,13,1,3.47,"[4987, 2414, 3710, 4333, 4368]"
506,506,Lạc Dương,124,6,9,0,13.19,"[4343, 4340, 3642, 1306, 2966]"
507,507,Đạ Huoai,211,13,8,0,5.76,"[4805, 3544, 1117, 1174, 1370]"
508,508,Di Linh,237,15,12,0,8.07,"[1472, 1291, 225, 3947, 191]"
509,509,Cát Tiên,58,9,10,1,12.95,"[4134, 1326, 1734, 3, 2003]"
510,510,Đam Rông,203,15,6,1,14.53,"[2578, 1191, 3307, 1777, 4988]"
511,511,Đạ Tẻh,199,7,13,0,8.59,"[2376, 2100, 4976, 3463, 1852]"
512,512,Đức Trọng,111,8,6,0,2.59,"[1768, 3439, 1887, 4067, 1663]"
513,513,Đức Trọng,64,6,14,0,9.79,"[1812, 715, 2848, 3077, 4377]"
514,514,Đức Trọng,168,13,6,1,10.19,"[993, 3981, 1904, 3941, 3006]"
515,515,Bảo Lộc,121,10,7,1,4.63,"[1749, 1641, 3055, 705, 93]"
516,516,Lạc Dương,85,11,8,1,9.27,"[1083, 163, 1002, 3039, 929]"
517,517,Đà Lạt,72,12,6,1,1.98,"[566, 4900, 2231, 3271, 3826]"
518,518,Đạ Tẻh,220,7,10,0,8.19,"[4976, 1999, 2819, 2376, 3770]"
519,519,Đơn Dương,240,14,10,0,5.12,"[1513, 2482, 1296, 2496, 1694]"
520,520,Đam Rông,71,6,10,0,12.65,"[4291, 2789, 4380, 4587, 2067]"
521,521,Đam Rông,214,13,5,0,2.48,"[4630, 1110, 4047, 3072, 1576]"
522,522,Lạc Dương,101,9,7,1,9.55,"[2987, 4870, 1083, 4670, 1002]"
523,523,Đạ Tẻh,135,7,8,0,9.53,"[476, 4201, 3834, 2349, 4353]"
524,524,Bảo Lộc,236,8,12,1,9.17,"[2741, 3328, 603, 4730, 4149]"
525,525,Bảo Lâm,164,11,6,1,14.85,"[3965, 4361, 4153, 2572, 4434]"
526,526,Cát Tiên,158,14,15,1,14.02,"[1348, 3955, 3346, 1217, 3091]"
527,527,Bảo Lâm,60,7,8,1,1.77,"[2623, 4871, 2914, 2880, 3910]"
528,528,Đam Rông,83,5,11,0,3.86,"[1340, 4768, 4278, 4658, 2869]"
529,529,Lâm Hà,67,11,6,1,7.33,"[3851, 125, 3730, 1601, 2737]"
530,530,Đam Rông,217,12,15,1,3.46,"[3605, 2050, 103, 4681, 2898]"
531,531,Cát Tiên,135,15,12,0,10.37,"[1223, 1319, 3338, 1606, 4178]"
532,532,Đam Rông,177,7,14,0,11.45,"[2245, 2352, 3755, 4817, 1460]"
533,533,Đam Rông,127,13,9,0,8.08,"[3909, 4727, 1186, 3013, 850]"
534,534,Đức Trọng,85,10,8,1,6.48,"[3458, 3972, 4188, 631, 668]"
535,535,Bảo Lộc,120,14,11,1,8.23,"[3267, 4074, 1196, 2452, 4356]"
536,536,Đam Rông,207,14,9,1,6.63,"[1886, 4399, 4297, 368, 4057]"
537,537,Lâm Hà,206,8,15,1,9.39,"[1739, 2416, 827, 1856, 2695]"
538,538,Đức Trọng,180,12,15,0,3.81,"[1406, 2659, 3021, 1725, 3381]"
539,539,Lạc Dương,206,11,12,0,8.86,"[3383, 2132, 1584, 2581, 102]"
540,540,Bảo Lộc,178,10,9,1,13.27,"[366, 2356, 346, 586, 4270]"
541,541,Đạ Huoai,170,5,5,1,3.34,"[1323, 4, 1855, 4575, 5]"
542,542,Đạ Tẻh,99,14,14,1,3.81,"[4955, 1214, 2256, 4936, 905]"
543,543,Lạc Dương,188,9,9,0,4.44,"[2201, 2309, 1788, 1520, 2680]"
544,544,Đơn Dương,193,7,5,1,14.45,"[3877, 1087, 3424, 3137, 4327]"
545,545,Đạ Tẻh,52,12,5,1,13.68,"[1015, 3702, 2235, 4655, 4089]"
546,546,Cát Tiên,159,14,5,0,2.6,"[3548, 578, 1064, 1828, 1387]"
547,547,Đạ Tẻh,233,11,7,1,5.82,"[3305, 2626, 4788, 442, 4524]"
548,548,Lạc Dương,178,14,12,1,10.42,"[3616, 2312, 3527, 4180, 4453]"
549,549,Đam Rông,158,5,9,1,8.98,"[3994, 1892, 2499, 1345, 111]"
550,550,Đạ Huoai,79,9,9,0,10.06,"[2335, 1721, 4026, 3760, 4566]"
551,551,Đạ Huoai,142,11,11,1,5.9,"[4782, 770, 1325, 4809, 4346]"
552,552,Đạ Tẻh,91,10,7,0,6.88,"[504, 1810, 4159, 3557, 2505]"
553,553,Di Linh,72,10,12,1,13.34,"[2277, 1732, 1374, 4735, 3850]"
554,554,Đơn Dương,109,10,12,0,10.57,"[2276, 2688, 571, 3686, 953]"
555,555,Đức Trọng,198,7,7,0,4.96,"[4005, 3442, 2877, 758, 1018]"
556,556,Lạc Dương,69,12,15,0,2.63,"[1953, 2535, 4816, 3573, 4597]"
557,557,Đam Rông,112,8,14,0,10.99,"[2067, 1920, 4587, 1752, 3349]"
558,558,Đơn Dương,211,10,7,0,8.3,"[1454, 949, 4668, 3531, 3234]"
559,559,Đơn Dương,121,7,15,1,11.98,"[1043, 4345, 3485, 85, 3712]"
560,560,Đam Rông,217,8,12,1,11.17,"[3342, 3617, 3569, 1985, 2269]"
561,561,Di Linh,146,15,6,0,14.5,"[269, 2096, 1020, 2747, 3849]"
562,562,Lâm Hà,137,5,12,0,6.44,"[2756, 2401, 4135, 2194, 2697]"
563,563,Đức Trọng,153,14,10,1,10.11,"[3223, 2954, 1039, 642, 2040]"
564,564,Đơn Dương,210,10,14,1,2.21,"[3431, 3035, 347, 2074, 4358]"
565,565,Lạc Dương,61,14,5,1,5.5,"[2774, 845, 4695, 4036, 4773]"
566,566,Đà Lạt,78,12,7,1,1.16,"[517, 4900, 2231, 3271, 1105]"
567,567,Lâm Hà,220,12,12,0,14.13,"[4570, 3641, 1382, 1476, 1611]"
568,568,Lạc Dương,204,12,6,1,7.82,"[1970, 1753, 1806, 625, 2586]"
569,569,Lâm Hà,146,5,5,1,5.57,"[2015, 4990, 2709, 2735, 4498]"
570,570,Lạc Dương,162,14,11,1,14.51,"[3527, 3616, 1243, 4114, 548]"
571,571,Đơn Dương,72,9,12,0,8.42,"[1446, 2577, 2276, 3433, 554]"
572,572,Đức Trọng,147,10,11,1,6.84,"[1623, 4321, 4473, 3538, 4563]"
573,573,Bảo Lộc,168,15,13,0,13.98,"[2931, 2686, 1555, 1266, 3992]"
574,574,Lâm Hà,234,15,5,1,11.11,"[3562, 4962, 4173, 1351, 937]"
575,575,Đơn Dương,58,13,12,0,10.32,"[1132, 744, 1592, 936, 953]"
576,576,Lạc Dương,76,10,9,0,9.48,"[1430, 4516, 3494, 4965, 4555]"
577,577,Đà Lạt,199,13,13,1,12.74,"[3919, 262, 4244, 4049, 3596]"
578,578,Cát Tiên,158,13,5,0,4.96,"[546, 4156, 3548, 1828, 1064]"
579,579,Đà Lạt,193,15,15,0,4.01,"[4588, 3900, 4611, 2130, 3572]"
580,580,Đạ Huoai,51,7,12,0,9.48,"[2169, 4891, 181, 550, 4766]"
581,581,Đức Trọng,95,6,9,0,3.29,"[4839, 2389, 2780, 3478, 199]"
582,582,Đạ Tẻh,166,10,11,0,13.0,"[4251, 4202, 3486, 258, 3549]"
583,583,Đạ Tẻh,208,12,13,1,5.43,"[4461, 1344, 4119, 2121, 4483]"
584,584,Cát Tiên,240,7,15,0,9.95,"[2215, 4027, 4051, 1485, 1987]"
585,585,Đức Trọng,56,6,14,0,2.64,"[1917, 3541, 338, 2636, 1121]"
586,586,Bảo Lộc,204,11,9,1,11.66,"[2356, 540, 366, 2510, 940]"
587,587,Lạc Dương,85,14,9,0,13.2,"[3390, 4651, 3828, 34, 2009]"
588,588,Đơn Dương,104,12,7,1,6.45,"[2979, 4530, 3669, 1796, 1727]"
589,589,Di Linh,180,6,9,1,9.55,"[4919, 881, 127, 1813, 4111]"
590,590,Bảo Lâm,103,10,11,0,13.46,"[1724, 1276, 1707, 4331, 2622]"
591,591,Bảo Lâm,217,7,6,0,13.98,"[2748, 121, 4804, 4941, 2423]"
592,592,Đà Lạt,163,11,14,1,7.94,"[646, 2344, 4319, 2778, 1979]"
593,593,Lâm Hà,245,14,15,0,8.77,"[4838, 3278, 1896, 878, 3705]"
594,594,Đơn Dương,92,15,15,1,2.95,"[1343, 2943, 2145, 3885, 1143]"
595,595,Đơn Dương,139,13,8,1,1.14,"[3427, 2227, 459, 4449, 3316]"
596,596,Đức Trọng,118,13,14,1,15.0,"[4745, 1178, 4857, 3185, 4716]"
597,597,Đà Lạt,171,9,6,0,14.06,"[1161, 287, 2847, 2567, 1525]"
598,598,Lâm Hà,139,9,14,1,7.65,"[4562, 1711, 808, 1921, 2837]"
599,599,Đam Rông,114,15,8,1,14.16,"[108, 1355, 2652, 2213, 2512]"
600,600,Di Linh,130,8,5,1,14.45,"[1609, 1347, 3175, 224, 1193]"
601,601,Đam Rông,220,9,11,0,5.75,"[911, 1679, 1964, 2857, 1226]"
