id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price
02409,Đơn Dương,217,5,8,1,14.22
02410,Di Linh,142,11,11,1,9.16
02411,Lạc Dương,55,12,15,0,13.1
02412,Đạ Tẻh,173,12,7,0,4.51
02413,Đam Rông,144,15,6,0,10.84
02414,Lâm Hà,136,14,15,1,4.12
02415,Lâm Hà,212,6,9,1,13.62
02416,Lâm Hà,215,7,13,1,10.24
02417,Bảo Lâm,63,14,8,0,2.45
02418,Bảo Lộc,190,13,6,1,7.63
02419,Đơn Dương,209,12,15,1,10.13
02420,Đà Lạt,207,6,6,0,4.53
02421,Cát Tiên,162,11,12,1,14.36
02422,Lạc Dương,226,13,7,0,5.17
02423,Bảo Lâm,182,10,5,0,13.58
02424,Đơn Dương,250,12,9,0,14.14
02425,Bảo Lộc,51,15,11,1,14.63
02426,Đức Trọng,198,9,11,0,6.51
02427,Lạc Dương,203,6,6,1,13.48
02428,Di Linh,212,9,5,1,14.08
02429,Đức Trọng,210,9,8,1,14.32
02430,Đạ Tẻh,69,12,12,0,13.23
02431,Bảo Lộc,225,11,10,0,4.01
02432,Đơn Dương,145,12,6,0,13.19
02433,Đức Trọng,116,10,12,1,14.37
02434,Đạ Tẻh,190,10,9,0,2.17
02435,Đơn Dương,79,15,11,1,6.38
02436,Lâm Hà,86,12,11,0,8.99
02437,Lâm Hà,60,14,12,1,13.96
02438,Lâm Hà,207,5,10,1,6.83
02439,Đức Trọng,111,15,15,1,10.11
02440,Cát Tiên,174,10,5,1,9.36
02441,Bảo Lâm,122,5,12,0,8.92
02442,Đam Rông,152,7,7,1,2.86
02443,Lạc Dương,111,8,12,0,6.92
02444,Bảo Lâm,115,11,9,0,8.32
02445,Lạc Dương,195,12,14,0,11.73
02446,Cát Tiên,62,5,11,1,11.2
02447,Đạ Tẻh,146,10,9,0,9.58
02448,Đơn Dương,82,11,9,0,1.37
02449,Đà Lạt,231,6,12,1,6.13
02450,Di Linh,203,10,7,1,14.68
02451,Đạ Huoai,127,6,11,0,9.76
02452,Bảo Lộc,139,14,11,1,5.25
02453,Đam Rông,110,10,15,1,9.26
02454,Đức Trọng,226,13,12,1,14.37
02455,Đạ Huoai,187,6,9,0,7.96
02456,Cát Tiên,175,7,7,1,5.58
02457,Lạc Dương,174,8,14,0,4.55
02458,Đam Rông,167,14,12,1,11.83
02459,Đà Lạt,172,9,12,0,3.07
02460,Bảo Lâm,81,15,7,1,14.86
02461,Lâm Hà,218,15,13,0,2.1
02462,Đạ Tẻh,187,15,7,1,13.67
02463,Di Linh,144,10,5,1,2.59
02464,Bảo Lộc,100,9,9,1,10.59
02465,Đam Rông,76,11,6,1,10.4
02466,Di Linh,232,7,12,0,3.06
02467,Đơn Dương,178,6,13,1,2.62
02468,Đức Trọng,63,8,9,0,14.96
02469,Lạc Dương,153,15,15,1,2.68
02470,Đam Rông,102,8,6,0,10.49
02471,Đơn Dương,249,8,15,0,7.18
02472,Đức Trọng,104,10,8,0,6.11
02473,Đà Lạt,143,12,10,1,3.36
02474,Bảo Lâm,143,15,14,0,9.42
02475,Di Linh,145,6,11,1,6.24
02476,Đạ Huoai,187,13,9,1,4.61
02477,Đạ Huoai,123,7,7,0,9.46
02478,Đạ Tẻh,118,9,6,0,2.76
02479,Lâm Hà,54,15,15,0,13.9
02480,Di Linh,110,11,11,0,7.72
02481,Đà Lạt,157,8,6,1,6.03
02482,Đơn Dương,232,12,11,0,6.97
02483,Lâm Hà,134,7,9,1,4.47
02484,Cát Tiên,110,13,10,0,5.07
02485,Cát Tiên,81,12,8,1,1.22
02486,Đà Lạt,131,5,9,1,6.66
02487,Bảo Lộc,222,13,8,0,4.06
02488,Di Linh,167,9,15,0,14.0
02489,Đam Rông,144,7,6,0,12.21
02490,Cát Tiên,115,8,9,1,11.01
02491,Cát Tiên,111,10,5,1,3.36
02492,Bảo Lâm,212,8,13,0,10.52
02493,Đà Lạt,99,7,7,0,8.75
02494,Đạ Huoai,179,12,8,1,9.94
02495,Bảo Lộc,134,8,6,0,10.68
02496,Đơn Dương,232,14,11,0,10.1
02497,Đơn Dương,126,5,6,0,2.18
02498,Đạ Huoai,235,15,11,1,7.8
02499,Đam Rông,141,7,9,1,6.6
02500,Đam Rông,62,11,7,0,3.11
02501,Bảo Lâm,52,5,10,1,8.7
02502,Đạ Huoai,160,10,11,0,13.83
02503,Đà Lạt,213,5,14,0,1.85
02504,Lạc Dương,50,6,10,1,10.64
02505,Đạ Tẻh,148,11,6,0,8.65
02506,Cát Tiên,72,14,13,0,9.36
02507,Cát Tiên,228,15,15,0,14.48
02508,Đà Lạt,117,15,9,0,3.19
02509,Đà Lạt,235,7,15,1,5.62
02510,Bảo Lộc,236,11,10,1,12.73
02511,Bảo Lộc,213,10,5,1,12.01
02512,Đam Rông,166,15,7,1,9.82
02513,Lạc Dương,168,9,5,1,11.8
02514,Đam Rông,118,14,11,1,1.44
02515,Bảo Lâm,78,13,10,0,12.37
02516,Đạ Huoai,167,10,7,1,4.53
02517,Đam Rông,117,13,5,0,1.57
02518,Đạ Huoai,170,10,5,0,3.79
02519,Đạ Tẻh,85,15,8,1,2.75
02520,Đơn Dương,228,6,9,1,0.8
02521,Đà Lạt,190,13,14,1,3.41
02522,Đạ Tẻh,111,8,11,1,2.56
02523,Đạ Huoai,176,14,8,0,8.61
02524,Lâm Hà,224,13,7,1,13.05
02525,Bảo Lộc,96,5,15,1,5.08
02526,Đạ Huoai,208,9,10,0,8.32
02527,Đạ Huoai,73,8,15,0,5.96
02528,Đức Trọng,127,13,9,0,5.86
02529,Lạc Dương,75,5,6,0,9.42
02530,Đam Rông,211,14,14,1,13.67
02531,Đạ Tẻh,134,10,11,0,4.17
02532,Bảo Lộc,182,7,7,1,10.5
02533,Đạ Tẻh,209,5,10,0,10.76
02534,Đạ Tẻh,174,9,14,0,2.54
02535,Lạc Dương,78,13,15,0,1.34
02536,Bảo Lộc,72,13,11,0,6.63
02537,Đà Lạt,97,6,7,1,14.52
02538,Bảo Lâm,227,5,10,1,8.69
02539,Đà Lạt,133,5,10,1,2.98
02540,Đà Lạt,248,7,11,0,10.32
02541,Cát Tiên,223,13,13,1,8.03
02542,Đạ Huoai,88,7,8,1,5.81
02543,Đam Rông,249,13,9,0,12.16
02544,Di Linh,76,6,8,0,13.87
02545,Đức Trọng,181,7,7,1,13.48
02546,Đơn Dương,220,13,14,1,9.46
02547,Di Linh,77,12,5,0,7.54
02548,Di Linh,80,6,11,1,8.8
02549,Lâm Hà,198,6,14,0,9.46
02550,Đam Rông,133,5,8,1,1.95
02551,Di Linh,163,5,13,0,2.74
02552,Cát Tiên,208,6,6,0,6.09
02553,Bảo Lâm,173,5,10,0,10.08
02554,Đạ Tẻh,249,10,10,0,3.13
02555,Lâm Hà,180,7,9,0,13.17
02556,Lâm Hà,54,9,10,0,13.05
02557,Cát Tiên,71,9,13,0,11.61
02558,Đạ Tẻh,229,14,5,1,3.69
02559,Đạ Tẻh,84,6,12,0,14.56
02560,Bảo Lâm,201,6,9,1,11.65
02561,Đơn Dương,56,14,10,0,14.35
02562,Đạ Huoai,240,10,9,0,0.8
02563,Lạc Dương,127,6,9,0,4.9
02564,Cát Tiên,50,8,10,0,2.91
02565,Đam Rông,236,13,10,0,14.26
02566,Đức Trọng,150,10,12,0,12.95
02567,Đà Lạt,214,7,6,0,13.54
02568,Đức Trọng,191,5,11,1,10.47
02569,Lạc Dương,71,5,14,0,13.27
02570,Di Linh,53,8,6,1,5.68
02571,Đà Lạt,168,5,14,0,7.05
02572,Bảo Lâm,104,11,5,1,12.3
02573,Đơn Dương,94,13,10,0,13.19
02574,Di Linh,248,14,15,1,10.31
02575,Đà Lạt,171,6,11,0,2.25
02576,Di Linh,118,7,6,0,6.52
02577,Đơn Dương,57,11,11,0,8.03
02578,Đam Rông,223,14,5,1,14.77
02579,Đơn Dương,158,14,7,1,14.46
02580,Đơn Dương,51,6,14,1,2.67
02581,Lạc Dương,214,12,13,0,6.4
02582,Lâm Hà,212,9,6,1,12.29
02583,Bảo Lâm,211,14,7,0,11.96
02584,Đức Trọng,215,8,7,0,14.52
02585,Đạ Huoai,156,15,7,1,13.72
02586,Lạc Dương,164,11,6,1,9.59
02587,Cát Tiên,72,7,7,1,9.2
02588,Đạ Tẻh,154,5,9,1,5.52
02589,Đà Lạt,231,9,10,0,11.72
02590,Đạ Tẻh,247,8,6,1,2.21
02591,Đức Trọng,207,11,7,0,3.29
02592,Di Linh,60,13,5,0,14.12
02593,Đà Lạt,217,15,5,0,7.28
02594,Lạc Dương,187,6,6,0,13.9
02595,Di Linh,113,7,14,1,10.25
02596,Cát Tiên,92,6,11,1,12.3
02597,Cát Tiên,163,15,15,1,4.62
02598,Lạc Dương,168,14,10,1,3.13
02599,Bảo Lộc,70,6,7,0,2.96
02600,Đơn Dương,173,11,5,0,9.63
02601,Đam Rông,193,11,12,0,13.37
02602,Đạ Tẻh,200,14,9,0,2.02
02603,Bảo Lâm,193,8,13,0,1.63
02604,Đạ Huoai,245,7,12,0,0.86
02605,Đam Rông,142,14,5,0,12.81
02606,Đà Lạt,196,9,10,1,14.2
02607,Lâm Hà,201,14,9,1,4.2
02608,Di Linh,171,14,5,1,7.13
02609,Đơn Dương,231,5,15,0,9.35
02610,Đạ Tẻh,114,15,15,0,7.31
02611,Đạ Huoai,123,9,14,1,13.6
02612,Di Linh,85,9,11,1,5.32
02613,Bảo Lộc,124,13,8,1,9.68
02614,Di Linh,238,5,9,1,4.62
02615,Bảo Lâm,199,5,14,0,1.26
02616,Đạ Huoai,215,7,14,1,12.39
02617,Di Linh,136,15,5,1,6.29
02618,Đạ Huoai,165,13,14,1,4.75
02619,Bảo Lộc,210,6,5,1,13.47
02620,Đơn Dương,100,10,5,1,12.59
02621,Lạc Dương,182,15,11,0,3.85
02622,Bảo Lâm,99,10,14,0,13.0
02623,Bảo Lâm,65,8,8,1,2.04
02624,Di Linh,127,10,7,0,8.14
02625,Đạ Tẻh,137,11,11,1,8.97
02626,Đạ Tẻh,234,13,7,1,5.25
02627,Di Linh,188,5,15,1,14.18
02628,Đà Lạt,138,12,9,1,5.05
02629,Đạ Tẻh,110,13,13,0,2.46
02630,Cát Tiên,225,14,14,0,1.68
02631,Đà Lạt,108,8,14,0,12.31
02632,Lâm Hà,235,5,7,1,7.69
02633,Đơn Dương,213,7,5,1,2.48
02634,Đà Lạt,190,14,11,0,3.53
02635,Đơn Dương,57,8,6,0,6.42
02636,Đức Trọng,58,5,11,0,6.41
02637,Lạc Dương,93,5,15,1,4.35
02638,Di Linh,148,15,13,1,5.97
02639,Lâm Hà,51,5,9,1,9.81
02640,Di Linh,233,7,6,0,10.88
02641,Đạ Huoai,153,14,5,0,2.6
02642,Đạ Huoai,181,6,12,1,2.15
02643,Đức Trọng,248,14,15,1,13.53
02644,Bảo Lộc,214,5,5,1,2.58
02645,Bảo Lộc,203,8,10,1,1.38
02646,Đam Rông,126,8,14,1,9.5
02647,Đam Rông,159,12,13,1,11.58
02648,Bảo Lâm,164,5,10,1,7.9
02649,Di Linh,238,12,9,1,13.8
02650,Di Linh,70,9,8,1,5.68
02651,Đạ Tẻh,219,13,6,0,14.86
02652,Đam Rông,74,13,6,1,12.7
02653,Đam Rông,98,7,7,1,8.86
02654,Đạ Tẻh,188,6,7,1,9.01
02655,Bảo Lộc,119,14,12,0,5.96
02656,Đam Rông,85,11,5,0,2.33
02657,Đơn Dương,147,11,13,0,6.38
02658,Đạ Huoai,97,13,6,0,0.87
02659,Đức Trọng,181,13,13,0,3.33
02660,Đam Rông,68,13,14,0,9.24
02661,Đà Lạt,114,14,15,0,7.15
02662,Lâm Hà,157,8,10,0,13.17
02663,Đam Rông,130,9,15,0,4.96
02664,Đức Trọng,63,11,12,0,2.68
02665,Đơn Dương,208,7,8,0,9.22
02666,Bảo Lâm,58,11,7,0,0.96
02667,Đức Trọng,219,10,13,1,7.5
02668,Đơn Dương,132,13,8,0,8.54
02669,Di Linh,76,10,7,0,3.73
02670,Đạ Tẻh,167,14,12,1,14.5
02671,Đà Lạt,188,6,14,1,7.07
02672,Đạ Huoai,145,9,6,0,1.92
02673,Cát Tiên,161,13,8,0,7.41
02674,Bảo Lâm,86,14,14,0,15.0
02675,Đạ Huoai,52,14,5,1,6.59
02676,Đức Trọng,152,5,11,0,3.09
02677,Bảo Lộc,162,5,6,0,9.41
02678,Bảo Lộc,217,8,6,0,3.01
02679,Đức Trọng,74,7,11,0,13.29
02680,Lạc Dương,227,9,8,0,2.69
02681,Cát Tiên,243,10,8,0,10.09
02682,Cát Tiên,176,9,10,0,1.32
02683,Đà Lạt,205,14,7,1,6.01
02684,Đơn Dương,180,11,13,0,9.1
02685,Đơn Dương,114,5,6,0,9.92
02686,Bảo Lộc,157,15,13,0,9.62
02687,Đam Rông,224,7,6,0,2.11
02688,Đơn Dương,103,11,13,0,8.07
02689,Đức Trọng,50,5,10,0,12.89
02690,Lạc Dương,176,6,14,1,13.27
02691,Bảo Lộc,212,11,12,1,5.41
02692,Đạ Tẻh,219,9,10,0,10.57
02693,Lâm Hà,125,6,8,0,6.44
02694,Bảo Lâm,108,15,5,0,5.77
02695,Lâm Hà,225,8,12,1,10.01
02696,Bảo Lâm,146,5,11,1,11.41
02697,Lâm Hà,179,7,11,0,6.47
02698,Đạ Huoai,217,7,15,1,7.61
02699,Bảo Lâm,227,14,6,0,11.55
02700,Cát Tiên,227,10,11,1,11.56
02701,Bảo Lâm,113,9,6,0,2.05
02702,Đức Trọng,249,7,13,0,3.47
02703,Bảo Lâm,170,6,14,0,14.07
02704,Bảo Lộc,234,11,8,0,2.51
02705,Di Linh,166,6,14,0,14.5
02706,Bảo Lộc,50,12,13,0,8.1
02707,Đơn Dương,137,13,12,0,5.36
02708,Lâm Hà,229,10,7,1,7.94
02709,Lâm Hà,87,6,5,1,4.98
02710,Bảo Lâm,104,11,6,0,8.44
02711,Bảo Lộc,132,10,15,1,6.55
02712,Đạ Tẻh,156,7,14,0,5.21
02713,Đức Trọng,82,8,11,0,10.0
02714,Đạ Tẻh,149,15,13,1,1.5
02715,Đạ Tẻh,123,15,5,0,9.62
02716,Bảo Lộc,132,6,9,0,12.87
02717,Lạc Dương,130,5,11,1,4.69
02718,Đạ Huoai,191,15,13,0,8.13
02719,Đà Lạt,88,10,11,0,13.57
02720,Cát Tiên,161,12,8,1,7.35
02721,Đà Lạt,113,14,10,0,14.64
02722,Đạ Tẻh,62,9,10,0,2.01
02723,Lâm Hà,98,5,8,1,9.21
02724,Đam Rông,56,12,6,0,1.8
02725,Đức Trọng,216,8,12,0,5.12
02726,Đà Lạt,218,14,11,0,12.47
02727,Di Linh,70,12,13,1,10.87
02728,Bảo Lộc,80,14,15,0,7.38
02729,Lạc Dương,162,7,6,1,1.71
02730,Bảo Lâm,221,10,11,1,8.3
02731,Cát Tiên,208,11,5,1,2.22
02732,Cát Tiên,165,9,7,1,10.75
02733,Bảo Lâm,117,6,11,0,3.45
02734,Đạ Huoai,165,14,5,1,8.0
02735,Lâm Hà,154,5,8,1,7.21
02736,Bảo Lâm,225,8,9,0,5.2
02737,Lâm Hà,80,10,6,1,10.27
02738,Lâm Hà,115,10,7,0,10.88
02739,Đam Rông,154,9,13,0,14.86
02740,Bảo Lộc,78,5,7,0,3.07
02741,Bảo Lộc,213,7,11,1,11.57
02742,Đạ Huoai,190,10,5,1,5.07
02743,Cát Tiên,247,9,6,1,3.84
02744,Đam Rông,169,5,6,0,3.73
02745,Đức Trọng,224,6,7,1,14.45
02746,Đà Lạt,64,8,8,1,7.2
02747,Di Linh,121,15,5,0,12.6
02748,Bảo Lâm,168,6,6,0,13.62
02749,Đam Rông,150,13,9,0,1.58
02750,Đam Rông,221,7,12,0,13.77
02751,Đam Rông,230,5,15,1,14.26
02752,Cát Tiên,206,13,8,1,12.36
02753,Bảo Lộc,84,5,14,0,12.45
02754,Đức Trọng,204,7,13,0,2.17
02755,Bảo Lộc,115,11,5,0,4.49
02756,Lâm Hà,116,5,14,0,5.84
02757,Bảo Lâm,91,12,8,1,13.76
02758,Đạ Tẻh,136,12,9,1,11.95
02759,Bảo Lâm,91,15,12,1,10.28
02760,Bảo Lâm,150,14,12,1,11.32
02761,Cát Tiên,207,6,12,0,1.54
02762,Bảo Lộc,84,8,7,1,1.24
02763,Đà Lạt,213,6,6,1,11.08
02764,Đơn Dương,130,8,6,0,5.52
02765,Bảo Lộc,161,8,6,0,6.18
02766,Đam Rông,217,6,6,1,9.79
02767,Lạc Dương,204,9,9,0,10.33
02768,Đạ Huoai,96,13,15,0,3.36
02769,Lạc Dương,105,12,13,1,1.1
02770,Đà Lạt,72,11,9,1,8.62
02771,Bảo Lâm,108,13,10,0,14.67
02772,Đơn Dương,250,7,8,1,7.69
02773,Đạ Huoai,146,15,7,0,14.13
02774,Lạc Dương,79,13,5,1,7.87
02775,Bảo Lâm,184,15,10,1,12.42
02776,Lạc Dương,157,12,6,1,11.29
02777,Cát Tiên,100,7,10,1,10.86
02778,Đà Lạt,169,13,13,1,6.56
02779,Đam Rông,218,6,7,0,14.37
02780,Đức Trọng,57,7,9,0,5.95
02781,Di Linh,67,8,6,0,3.3
02782,Di Linh,77,8,15,0,11.74
02783,Di Linh,159,12,11,1,5.86
02784,Bảo Lâm,187,11,12,1,4.89
02785,Lâm Hà,128,15,15,0,6.05
02786,Cát Tiên,173,15,7,1,1.9
02787,Đam Rông,178,12,8,0,5.55
02788,Đức Trọng,118,6,12,1,1.27
02789,Đam Rông,97,8,8,0,13.34
02790,Bảo Lâm,121,10,5,0,11.54
02791,Lạc Dương,234,15,11,1,7.38
02792,Bảo Lộc,149,8,15,0,11.19
02793,Đà Lạt,165,6,15,1,4.5
02794,Đơn Dương,150,6,6,0,8.75
02795,Đà Lạt,93,8,7,1,3.78
02796,Đam Rông,90,11,11,0,13.78
02797,Bảo Lộc,57,13,11,0,9.91
02798,Đơn Dương,111,12,9,0,9.76
02799,Di Linh,89,12,15,1,3.61
02800,Lạc Dương,233,6,14,1,14.63
02801,Lạc Dương,101,8,11,0,8.82
02802,Bảo Lâm,190,6,13,1,4.88
02803,Lạc Dương,169,10,13,0,6.19
02804,Bảo Lâm,104,13,13,1,8.79
02805,Bảo Lâm,159,11,13,1,11.05
02806,Bảo Lâm,75,6,7,0,8.1
02807,Đạ Tẻh,126,13,11,0,10.7
02808,Đam Rông,181,6,11,0,2.67
02809,Đơn Dương,230,8,8,0,6.36
02810,Cát Tiên,120,9,7,0,2.33
02811,Lạc Dương,184,5,15,1,8.48
02812,Đạ Tẻh,72,8,15,0,7.96
02813,Cát Tiên,191,6,10,1,11.86
02814,Lạc Dương,159,5,15,0,9.07
02815,Di Linh,95,15,6,1,9.35
02816,Bảo Lộc,189,15,15,1,10.34
02817,Lạc Dương,237,15,13,1,5.85
02818,Bảo Lộc,134,13,11,0,5.06
02819,Đạ Tẻh,206,7,10,0,10.82
02820,Đức Trọng,165,15,11,0,4.63
02821,Đạ Tẻh,58,10,9,1,12.49
02822,Bảo Lâm,232,13,15,1,6.73
02823,Đức Trọng,103,14,10,1,9.79
02824,Bảo Lâm,164,11,15,0,13.37
02825,Đạ Tẻh,97,12,10,1,2.94
02826,Cát Tiên,237,7,6,0,5.94
02827,Đức Trọng,177,5,15,1,3.09
02828,Đam Rông,83,15,14,0,10.22
02829,Di Linh,181,8,14,1,4.25
02830,Đức Trọng,68,7,5,1,4.07
02831,Bảo Lâm,107,9,11,1,5.32
02832,Lâm Hà,110,11,11,1,2.21
02833,Bảo Lâm,107,13,5,0,2.54
02834,Cát Tiên,173,6,5,0,11.33
02835,Đạ Tẻh,217,6,11,1,5.9
02836,Lâm Hà,249,8,9,1,2.11
02837,Lâm Hà,177,10,12,1,8.55
02838,Đà Lạt,223,14,9,0,7.78
02839,Đạ Huoai,75,14,11,1,2.63
02840,Đam Rông,147,13,7,1,9.78
02841,Đơn Dương,250,7,13,1,1.46
02842,Bảo Lộc,153,10,9,0,0.89
02843,Đơn Dương,202,5,12,1,9.07
02844,Lạc Dương,199,10,15,0,0.98
02845,Lạc Dương,180,8,10,1,14.25
02846,Đạ Tẻh,149,9,12,1,1.27
02847,Đà Lạt,171,7,7,0,12.04
02848,Đức Trọng,68,9,13,0,9.01
02849,Bảo Lộc,172,6,15,0,14.43
02850,Đạ Huoai,91,9,7,1,6.72
02851,Bảo Lộc,80,5,9,0,7.16
02852,Cát Tiên,58,9,10,0,11.83
02853,Cát Tiên,169,14,8,0,8.36
02854,Cát Tiên,144,9,14,0,11.8
02855,Đạ Huoai,123,9,5,0,3.73
02856,Bảo Lâm,184,15,13,1,12.93
02857,Đam Rông,238,7,12,0,5.44
02858,Bảo Lộc,85,8,15,0,4.43
02859,Lâm Hà,130,10,5,1,12.27
02860,Đà Lạt,158,5,10,1,4.02
02861,Bảo Lâm,106,8,6,0,6.7
02862,Cát Tiên,147,14,9,1,8.61
02863,Bảo Lâm,167,8,13,1,3.07
02864,Bảo Lộc,55,15,10,0,5.8
02865,Đam Rông,176,11,12,0,11.33
02866,Di Linh,129,14,15,0,9.38
02867,Cát Tiên,211,6,5,0,13.62
02868,Di Linh,194,7,8,1,4.57
02869,Đam Rông,74,8,10,0,2.45
02870,Đà Lạt,95,10,10,0,6.99
02871,Lạc Dương,52,6,12,0,9.83
02872,Bảo Lộc,71,10,10,0,3.37
02873,Đức Trọng,147,7,12,1,3.52
02874,Lạc Dương,58,11,11,1,3.28
02875,Lạc Dương,185,11,10,1,2.93
02876,Cát Tiên,104,7,5,1,3.85
02877,Đức Trọng,237,8,6,0,5.43
02878,Đà Lạt,177,9,13,1,5.28
02879,Đức Trọng,72,14,13,0,6.27
02880,Bảo Lâm,105,6,10,1,3.9
02881,Cát Tiên,244,11,5,0,11.42
02882,Đam Rông,103,15,10,0,3.49
02883,Đơn Dương,65,5,15,0,9.94
02884,Đà Lạt,117,10,9,0,13.51
02885,Cát Tiên,222,10,12,1,1.99
02886,Bảo Lộc,241,12,5,1,7.64
02887,Bảo Lâm,171,7,11,0,11.05
02888,Đà Lạt,128,11,9,0,12.8
02889,Cát Tiên,213,14,5,1,14.47
02890,Đà Lạt,113,6,10,0,10.2
02891,Bảo Lâm,150,10,9,0,3.82
02892,Đạ Huoai,203,15,6,1,11.31
02893,Bảo Lâm,81,14,14,0,13.68
02894,Di Linh,241,14,15,1,10.86
02895,Lạc Dương,207,6,5,1,0.8
02896,Đơn Dương,166,12,10,0,6.82
02897,Đạ Tẻh,170,5,14,1,8.31
02898,Đam Rông,196,11,15,1,7.99
02899,Di Linh,168,12,13,1,1.69
02900,Bảo Lộc,135,14,15,1,8.76
02901,Đạ Tẻh,149,13,8,1,1.85
02902,Di Linh,246,8,10,1,12.4
02903,Đức Trọng,176,12,7,1,6.3
02904,Lạc Dương,158,8,12,0,4.55
02905,Di Linh,208,11,12,0,8.14
02906,Di Linh,125,14,10,1,5.32
02907,Di Linh,101,8,6,1,7.25
02908,Đam Rông,225,8,5,0,10.97
02909,Đơn Dương,233,15,11,1,13.96
02910,Di Linh,211,13,11,0,1.63
02911,Đơn Dương,190,5,13,1,4.28
02912,Đạ Tẻh,226,5,12,1,8.52
02913,Đà Lạt,54,6,7,1,6.06
02914,Bảo Lâm,67,8,6,1,1.84
02915,Bảo Lâm,94,13,7,1,8.39
02916,Đạ Tẻh,190,11,15,1,3.27
02917,Đạ Huoai,90,6,7,1,14.1
02918,Đạ Tẻh,105,15,12,0,2.26
02919,Đà Lạt,250,10,12,0,3.31
02920,Đam Rông,177,10,14,1,12.3
02921,Lạc Dương,211,14,14,0,11.57
02922,Đạ Tẻh,71,5,11,1,8.97
02923,Đam Rông,119,12,11,0,12.99
02924,Đức Trọng,105,10,13,0,3.62
02925,Đức Trọng,178,7,6,1,1.83
02926,Di Linh,238,9,7,1,13.2
02927,Đơn Dương,107,10,11,1,13.18
02928,Cát Tiên,237,9,5,0,10.52
02929,Đạ Huoai,230,8,9,1,9.32
02930,Đạ Tẻh,154,5,9,1,6.74
02931,Bảo Lộc,176,13,11,0,13.41
02932,Cát Tiên,55,13,6,1,4.24
02933,Đà Lạt,109,6,6,1,2.51
02934,Bảo Lộc,117,10,14,0,3.02
02935,Lâm Hà,90,10,9,0,12.29
02936,Đức Trọng,235,14,15,1,10.51
02937,Cát Tiên,61,13,14,1,5.14
02938,Lâm Hà,134,13,15,1,13.51
02939,Đam Rông,104,15,15,0,9.91
02940,Cát Tiên,152,6,9,0,9.63
02941,Đam Rông,170,11,11,0,10.62
02942,Bảo Lộc,133,14,14,0,1.61
02943,Đơn Dương,107,13,12,1,1.6
02944,Đơn Dương,239,15,13,1,4.29
02945,Đà Lạt,112,9,13,1,9.6
02946,Bảo Lâm,239,11,8,0,7.76
02947,Đam Rông,186,15,12,0,1.15
02948,Đà Lạt,75,5,12,0,4.7
02949,Đam Rông,79,15,9,0,7.72
02950,Di Linh,171,8,10,1,1.65
02951,Cát Tiên,69,9,9,0,5.48
02952,Di Linh,150,9,9,0,7.38
02953,Lạc Dương,226,7,13,1,6.39
02954,Đức Trọng,122,14,11,1,9.73
02955,Đức Trọng,211,8,8,1,10.05
02956,Lâm Hà,94,11,10,0,13.45
02957,Đạ Huoai,243,8,8,0,10.4
02958,Đam Rông,216,14,6,1,7.73
02959,Đạ Huoai,75,6,11,0,4.21
02960,Bảo Lộc,115,6,6,1,13.53
02961,Đức Trọng,155,11,5,0,7.77
02962,Đơn Dương,110,15,5,1,0.94
02963,Bảo Lâm,232,9,14,0,10.6
02964,Cát Tiên,172,10,5,0,12.08
02965,Bảo Lộc,129,14,5,0,7.82
02966,Lạc Dương,123,9,9,0,13.68
02967,Bảo Lâm,156,12,15,0,2.63
02968,Lạc Dương,222,5,8,0,13.2
02969,Bảo Lộc,233,15,6,1,5.97
02970,Đà Lạt,82,10,13,1,9.46
02971,Đạ Tẻh,52,13,13,0,12.9
02972,Lạc Dương,157,11,12,1,6.79
02973,Đạ Huoai,226,8,12,1,5.55
02974,Bảo Lộc,233,5,7,1,7.22
02975,Đơn Dương,112,7,12,0,8.7
02976,Đam Rông,118,15,14,1,6.63
02977,Cát Tiên,76,12,11,0,8.54
02978,Đam Rông,55,12,8,0,3.58
02979,Đơn Dương,72,12,7,1,5.54
02980,Đức Trọng,202,5,5,1,6.37
02981,Cát Tiên,249,14,14,0,12.78
02982,Bảo Lâm,55,15,5,1,3.24
02983,Lâm Hà,213,8,10,1,7.02
02984,Lạc Dương,98,12,6,0,14.32
02985,Cát Tiên,82,12,11,0,7.12
02986,Lạc Dương,203,5,8,0,12.57
02987,Lạc Dương,125,9,6,1,8.72
02988,Đơn Dương,142,5,13,0,9.92
02989,Lạc Dương,209,11,9,0,6.32
02990,Cát Tiên,169,7,5,0,0.84
02991,Lâm Hà,63,6,6,1,6.92
02992,Di Linh,202,6,15,0,4.03
02993,Cát Tiên,87,7,9,0,13.57
02994,Lâm Hà,192,8,12,1,12.7
02995,Lâm Hà,132,8,12,0,3.58
02996,Đức Trọng,197,14,9,1,12.98
02997,Bảo Lộc,89,12,11,1,4.98
02998,Bảo Lâm,223,11,5,1,1.94
02999,Bảo Lâm,111,13,5,1,7.43
03000,Đà Lạt,56,13,12,1,1.23
03001,Cát Tiên,243,7,8,1,12.15
03002,Di Linh,108,14,7,0,1.09
03003,Đơn Dương,243,15,5,1,5.84
03004,Đơn Dương,148,13,8,0,9.79
03005,Đà Lạt,73,7,8,1,14.92
03006,Đức Trọng,138,12,6,1,10.21
03007,Bảo Lâm,180,6,5,1,2.82
03008,Lâm Hà,77,11,15,1,2.68
03009,Bảo Lâm,201,5,10,0,9.32
03010,Đà Lạt,161,5,7,0,3.63
03011,Bảo Lộc,141,11,12,0,4.09
